1,chair,Go_20141211141542_Cam1_No_00087.png,390.180877686,84.5330429077,434.108520508,143.595428467,0.863154
1,chair,Go_20141211141542_Cam1_No_00091.png,378.737548828,86.0095977783,429.678863525,137.320053101,0.896374
1,chair,Go_20141211141542_Cam1_No_00071.png,379.106689453,84.5330429077,428.940582275,145.441131592,0.800081
1,bottle,Go_20141211141542_Cam1_No_00083.png,111.111114502,53.1561470032,143.595428467,91.5466995239,0.902768
1,chair,Go_20141211141542_Cam1_No_00079.png,379.106689453,85.6404571533,429.678863525,137.320053101,0.905306
1,chair,Go_20141211141542_Cam1_No_00111.png,388.704315186,81.9490585327,435.954223633,138.427459717,0.85704
1,bottle,Go_20141211141542_Cam1_No_00115.png,127.722412109,49.0956077576,149.870803833,102.620895386,0.83914
1,chair,Go_20141211141542_Cam1_No_00135.png,389.811737061,81.9490585327,441.491333008,137.320053101,0.855642
1,chair,Go_20141211141542_Cam1_No_00139.png,379.106689453,81.9490585327,433.00112915,139.534881592,0.81931
1,bottle,Go_20141211141542_Cam1_No_00147.png,852.713195801,46.142490387,870.062744141,91.9158401489,0.814364
1,chair,Go_20141211141542_Cam1_No_00147.png,379.106689453,86.0095977783,430.7862854,143.595428467,0.866222
1,chair,Go_20141211141542_Cam1_No_00155.png,379.106689453,81.9490585327,434.108520508,137.689193726,0.872107
1,chair,Go_20141211141542_Cam1_No_00191.png,376.522705078,86.0095977783,429.678863525,143.595428467,0.859579
1,chair,Go_20141211141542_Cam1_No_00195.png,379.106689453,86.0095977783,430.04800415,151.716506958,0.811163
1,bottle,Go_20141211141542_Cam1_No_00183.png,124.400146484,55.7401275635,146.917678833,101.513473511,0.919686
1,chair,Go_20141211141542_Cam1_No_00207.png,376.891845703,81.9490585327,437.430786133,155.777038574,0.866278
1,chair,Go_20141211141542_Cam1_No_00215.png,378.737548828,81.9490585327,448.505004883,138.796600342,0.822478
1,bottle,Go_20141211141542_Cam1_No_00235.png,111.111114502,40.9745292664,147.286819458,99.6677780151,0.805834
1,chair,Go_20141211141542_Cam1_No_00235.png,379.106689453,86.0095977783,429.3097229,137.320053101,0.869471
1,chair,Go_20141211141542_Cam1_No_00247.png,386.858612061,80.8416366577,447.028442383,143.964569092,0.833065
1,chair,Go_20141211141542_Cam1_No_00267.png,378.737548828,80.8416366577,433.00112915,157.622741699,0.856249
1,chair,Go_20141211141542_Cam1_No_00299.png,378.737548828,82.3181991577,430.04800415,142.488006592,0.872178
1,chair,Go_20141211141542_Cam1_No_00303.png,379.106689453,81.9490585327,447.397583008,136.212631226,0.825021
1,bird,Go_20141211141542_Cam1_No_00315.png,860.096008301,108.157997131,892.211181641,156.515319824,0.935956
1,bottle,Go_20141211141542_Cam1_No_00315.png,830.564819336,43.5585098267,866.740478516,97.4529342651,0.874862
1,chair,Go_20141211141542_Cam1_No_00311.png,389.811737061,81.9490585327,454.78036499,142.488006592,0.813415
1,chair,Go_20141211141542_Cam1_No_00327.png,388.335174561,81.9490585327,452.934661865,142.488006592,0.851101
1,chair,Go_20141211141542_Cam1_No_00331.png,379.106689453,81.9490585327,429.678863525,139.534881592,0.816983
1,chair,Go_20141211141542_Cam1_No_00335.png,378.737548828,80.8416366577,430.04800415,137.320053101,0.861625
1,chair,Go_20141211141542_Cam1_No_00343.png,378.737548828,81.9490585327,433.00112915,142.488006592,0.908087
1,chair,Go_20141211141542_Cam1_No_00339.png,378.737548828,72.3514251709,430.7862854,143.226287842,0.837928
1,bottle,Go_20141211141542_Cam1_No_00367.png,124.400146484,55.7401275635,146.917678833,102.620895386,0.87008
1,chair,Go_20141211141542_Cam1_No_00367.png,379.106689453,81.9490585327,430.04800415,137.320053101,0.812929
1,chair,Go_20141211141542_Cam1_No_00371.png,378.737548828,86.0095977783,429.678863525,136.581771851,0.832804
1,chair,Go_20141211141542_Cam1_No_00391.png,379.844970703,82.3181991577,448.874145508,142.118865967,0.834839
1,chair,Go_20141211141542_Cam1_No_00395.png,379.106689453,83.4256210327,428.940582275,137.689193726,0.855305
